drug1_db,drug2_db,Drug12,gene1,gene2,gene12
DB00928,DB01254,185,['DNMT1'],"['FLT3', 'SBK1', 'JAK3', 'AURKA', 'EPHB6', 'NEK2', 'KDR', 'MYT1', 'EPHB2', 'ABL2', 'STK35', 'LCK', 'FGFR1', 'CYP3A4', 'FGFR3', 'MINK1', 'EGFR', 'DDR2', 'MAP3K3', 'FYN', 'EPHB4', 'STAT5B', 'LIMK1', 'ULK3', 'BMPR1A', 'PTK6', 'STK25', 'RIPK2', 'ABL1', 'TXK', 'KIT', 'BRAF', 'BMPR1B', 'MAP3K7', 'SRC', 'DDR1', 'EPHA6', 'TAOK3', 'ERBB3', 'MAP3K13', 'PDGFRB', 'MAP3K19', 'VRK2', 'MAP4K2', 'TYK2', 'MAPK14', 'SIK3', 'TEC', 'BTK', 'MAP2K5', 'EPHA2', 'RET', 'RAF1', 'AURKB', 'CSF1R', 'TAOK2', 'CSNK1A1', 'HCK', 'PDGFRA', 'NEK11', 'MAP3K2', 'STK4', 'MYLK2', 'YES1', 'ERBB4']",[]
DB00928,DB00530,186,['DNMT1'],"['FLT3', 'GRK4', 'AXL', 'SBK1', 'JAK3', 'AURKA', 'EPHB6', 'ABCC2', 'MKNK2', 'JAK2', 'KDR', 'LRRK2', 'EPHB1', 'STK17A', 'MAPK9', 'BMP2K', 'NR1I2', 'STK17B', 'ABL2', 'PIP4K2C', 'LCK', 'CYP3A4', 'MINK1', 'MERTK', 'HIPK4', 'EGFR', 'SIK2', 'DYRK2', 'EPHB4', 'MAP3K3', 'SLK', 'TBK1', 'ULK3', 'EPHA5', 'PLK4', 'RIPK2', 'ABL1', 'TXK', 'TTK', 'AAK1', 'KIT', 'ERBB2', 'MAPK10', 'SRC', 'EPHA6', 'DAPK3', 'ERBB3', 'MET', 'FGFR2', 'CSK', 'CSNK1E', 'MAP3K19', 'STK36', 'TYK2', 'SLCO2B1', 'TNIK', 'RIPK4', 'GAK', 'MAP2K5', 'RET', 'SRPK3', 'STK10', 'MAP3K2', 'CAMK2D', 'ERBB4']",[]
DB00928,DB00947,187,['DNMT1'],['ESR1'],[]
DB00928,DB01005,188,['DNMT1'],['RRM1'],[]
DB00928,DB00724,189,['DNMT1'],"['TLR8', 'TLR7']",[]
DB00928,DB04845,190,['DNMT1'],['TUBB3'],[]
DB00928,DB01259,191,['DNMT1'],"['ERBB2', 'PDGFRB', 'CYP3A4', 'MAP2K5', 'PI4KB', 'STK10', 'EGFR', 'PIK3C2B', 'MAP2K7', 'ERBB3', 'SLK', 'ERBB4']",[]
DB00928,DB01033,192,['DNMT1'],['HPRT1'],[]
DB00928,DB00563,193,['DNMT1'],"['FPGS', 'SLC19A1', 'TYMS', 'DHFR']",[]
DB00928,DB00553,194,['DNMT1'],"['ACHE', 'CYP2A6']",[]
DB00928,DB00648,195,['DNMT1'],['FDX1'],[]
DB00928,DB06813,196,['DNMT1'],['DHFR'],[]
DB00928,DB01103,197,['DNMT1'],"['PLA2G4A', 'AOX1', 'PLA2G6', 'PLCL1', 'PRNP']",[]
DB00928,DB00398,198,['DNMT1'],"['FLT3', 'EPHA3', 'HTR2A', 'JAK3', 'MKNK2', 'KDR', 'EPHB1', 'FLT4', 'FRK', 'EPHA7', 'MAPK9', 'ABL2', 'LCK', 'FGFR1', 'FLT1', 'HTR1A', 'FGFR3', 'HIPK4', 'MAP4K5', 'DDR2', 'HTR7', 'FYN', 'EPHB4', 'LIMK2', 'LIMK1', 'SLK', 'HTR2C', 'TGFBR2', 'EPHA5', 'PLK4', 'RIPK2', 'FGR', 'ABL1', 'HIPK3', 'KIT', 'BRAF', 'CLK1', 'SRC', 'EPHX2', 'CDK5', 'MAP4K1', 'EPHA6', 'MYLK3', 'TAOK1', 'PDGFRB', 'CSK', 'HIPK1', 'STK36', 'CDK2', 'MAPK14', 'EPHA8', 'TNIK', 'CDK3', 'MYO3B', 'HTR2B', 'GSK3B', 'MAP2K5', 'NTRK1', 'RET', 'EPHA2', 'EPHA4', 'RAF1', 'AURKB', 'CSF1R', 'TEK', 'TAOK2', 'CSNK1A1', 'STK10', 'INSR', 'HCK', 'MAPK12', 'HTR6', 'MYLK2', 'MAPK11']",[]
DB00928,DB01268,199,['DNMT1'],"['FLT3', 'MAP2K6', 'CDK16', 'SBK1', 'MYLK', 'AURKA', 'EPHB6', 'AURKC', 'SGK3', 'MKNK2', 'IRAK4', 'KDR', 'PRKAA1', 'STK17A', 'CLK4', 'CAMKK1', 'STK17B', 'ABL2', 'LCK', 'FLT1', 'FGFR1', 'FGFR3', 'EGFR', 'FGFR4', 'DDR2', 'SLK', 'RPS6KB1', 'CAMK1D', 'EPHA5', 'PTK6', 'PLK4', 'STK16', 'CAMK1G', 'FGR', 'ABL1', 'TTK', 'BMPR1B', 'RPS6KA4', 'CLK1', 'MAPK10', 'MYO3A', 'LYN', 'PHKG1', 'MKNK1', 'CDK4', 'PRP4K', 'FGFR2', 'MYLK3', 'CSNK2A2', 'HIPK1', 'TYK2', 'DSTYK', 'MAP3K4', 'RPS6KA3', 'DAPK2', 'PIM2', 'MARK3', 'GAK', 'BTK', 'NTRK1', 'RET', 'MATK', 'CAMK2A', 'AURKB', 'CSF1R', 'MAP3K12', 'CSNK1A1', 'STK38L', 'HCK', 'PDGFRA', 'STK4', 'YES1', 'PRPF4', 'NEK2', 'JAK2', 'PTK2', 'KCNH2', 'LRRK2', 'EPHB1', 'CLK2', 'FLT4', 'TIE1', 'MAPK9', 'EPHA7', 'BMP2K', 'MARK2', 'MAP4K5', 'RPS6KA1', 'FYN', 'EPHB4', 'ALK', 'BRD4', 'PRKCA', 'PLK2', 'AAK1', 'SNRK', 'KIT', 'CAMK1', 'SRC', 'CDK5', 'MAP2K3', 'CAMKK2', 'DLK1', 'EPHA6', 'DAPK3', 'MET', 'PDGFRB', 'CSNK2A1', 'CHEK1', 'TNK2', 'CDK2', 'MAP4K2', 'CAMK2G', 'RPS6KA5', 'FER', 'TNKS2', 'CHEK2', 'MAP2K5', 'PHKG2', 'MAP2K4', 'STK10', 'INSR', 'RPS6KA2', 'MAPK7', 'MYLK2', 'CAMK2D', 'JAK1', 'CAMK2B']",[]
DB00928,DB01041,200,['DNMT1'],"['NFKB1', 'TNF', 'FGFR2', 'PTGS2']",[]
DB00928,DB01030,201,['DNMT1'],"['ABCG2', 'TOP1', 'HIF1A', 'TOP1MT']",[]
DB00928,DB00399,202,['DNMT1'],"['GGPS1', 'FDPS']",[]
DB00993,DB08877,203,['HPRT1'],"['EPHA3', 'GRK4', 'RIOK3', 'DAPK1', 'SBK1', 'MYLK', 'OXSR1', 'PAK5', 'JAK3', 'EPHB6', 'AURKC', 'MKNK2', 'JAK2', 'PRKCE', 'LRRK2', 'GRK7', 'IKBKB', 'CLK2', 'STK17A', 'MELK', 'BMPR2', 'CLK4', 'MAP3K15', 'BMP2K', 'NUAK2', 'DCLK2', 'MARK2', 'STK17B', 'DMPK', 'PLK3', 'PLK1', 'NEK3', 'MAP2K2', 'DYRK2', 'MAP3K3', 'RPS6KA1', 'HIPK2', 'CDK7', 'CAMK1D', 'IKBKE', 'TBK1', 'ALK', 'ROCK2', 'PI4KB', 'ULK3', 'RIOK2', 'CAMK1G', 'PLK4', 'STK25', 'STK16', 'ROCK1', 'ULK2', 'RIOK1', 'ABL1', 'PLK2', 'TTK', 'STK26', 'HIPK3', 'BMPR1B', 'AAK1', 'MAP3K7', 'KIT', 'RPS6KA4', 'BRAF', 'CAMK1', 'RPS6KA6', 'DCLK3', 'NTRK2', 'MAP2K3', 'PHKG1', 'DCLK1', 'TAOK3', 'DAPK3', 'PAK6', 'MAP2K1', 'TAOK1', 'ULK1', 'CSNK2A2', 'HIPK1', 'MAP3K1', 'NEK7', 'VRK2', 'MAP3K19', 'ERN1', 'CSNK2A1', 'TNK2', 'DYRK1A', 'MAP4K2', 'CAMK2G', 'TYK2', 'GRK1', 'RPS6KA5', 'SIK3', 'DAPK2', 'PAK4', 'CASK', 'RIPK4', 'GAK', 'STK39', 'LTK', 'PHKG2', 'NTRK1', 'RET', 'CAMK2A', 'NTRK3', 'SRPK3', 'TAOK2', 'PRKG2', 'MAPK8', 'MAST1', 'MAP2K4', 'CSNK1A1', 'RPS6KA2', 'MAP3K2', 'SRPK1', 'CAMK2D', 'JAK1', 'CAMK2B', 'IRAK1']",[]
DB05812,DB08877,204,['CYP17A1'],"['EPHA3', 'GRK4', 'RIOK3', 'DAPK1', 'SBK1', 'MYLK', 'OXSR1', 'PAK5', 'JAK3', 'EPHB6', 'AURKC', 'MKNK2', 'JAK2', 'PRKCE', 'LRRK2', 'GRK7', 'IKBKB', 'CLK2', 'STK17A', 'MELK', 'BMPR2', 'CLK4', 'MAP3K15', 'BMP2K', 'NUAK2', 'DCLK2', 'MARK2', 'STK17B', 'DMPK', 'PLK3', 'PLK1', 'NEK3', 'MAP2K2', 'DYRK2', 'MAP3K3', 'RPS6KA1', 'HIPK2', 'CDK7', 'CAMK1D', 'IKBKE', 'TBK1', 'ALK', 'ROCK2', 'PI4KB', 'ULK3', 'RIOK2', 'CAMK1G', 'PLK4', 'STK25', 'STK16', 'ROCK1', 'ULK2', 'RIOK1', 'ABL1', 'PLK2', 'TTK', 'STK26', 'HIPK3', 'BMPR1B', 'AAK1', 'MAP3K7', 'KIT', 'RPS6KA4', 'BRAF', 'CAMK1', 'RPS6KA6', 'DCLK3', 'NTRK2', 'MAP2K3', 'PHKG1', 'DCLK1', 'TAOK3', 'DAPK3', 'PAK6', 'MAP2K1', 'TAOK1', 'ULK1', 'CSNK2A2', 'HIPK1', 'MAP3K1', 'NEK7', 'VRK2', 'MAP3K19', 'ERN1', 'CSNK2A1', 'TNK2', 'DYRK1A', 'MAP4K2', 'CAMK2G', 'TYK2', 'GRK1', 'RPS6KA5', 'SIK3', 'DAPK2', 'PAK4', 'CASK', 'RIPK4', 'GAK', 'STK39', 'LTK', 'PHKG2', 'NTRK1', 'RET', 'CAMK2A', 'NTRK3', 'SRPK3', 'TAOK2', 'PRKG2', 'MAPK8', 'MAST1', 'MAP2K4', 'CSNK1A1', 'RPS6KA2', 'MAP3K2', 'SRPK1', 'CAMK2D', 'JAK1', 'CAMK2B', 'IRAK1']",[]
DB00284,DB08877,205,"['AMY2A', 'SI', 'GAA', 'MGAM']","['EPHA3', 'GRK4', 'RIOK3', 'DAPK1', 'SBK1', 'MYLK', 'OXSR1', 'PAK5', 'JAK3', 'EPHB6', 'AURKC', 'MKNK2', 'JAK2', 'PRKCE', 'LRRK2', 'GRK7', 'IKBKB', 'CLK2', 'STK17A', 'MELK', 'BMPR2', 'CLK4', 'MAP3K15', 'BMP2K', 'NUAK2', 'DCLK2', 'MARK2', 'STK17B', 'DMPK', 'PLK3', 'PLK1', 'NEK3', 'MAP2K2', 'DYRK2', 'MAP3K3', 'RPS6KA1', 'HIPK2', 'CDK7', 'CAMK1D', 'IKBKE', 'TBK1', 'ALK', 'ROCK2', 'PI4KB', 'ULK3', 'RIOK2', 'CAMK1G', 'PLK4', 'STK25', 'STK16', 'ROCK1', 'ULK2', 'RIOK1', 'ABL1', 'PLK2', 'TTK', 'STK26', 'HIPK3', 'BMPR1B', 'AAK1', 'MAP3K7', 'KIT', 'RPS6KA4', 'BRAF', 'CAMK1', 'RPS6KA6', 'DCLK3', 'NTRK2', 'MAP2K3', 'PHKG1', 'DCLK1', 'TAOK3', 'DAPK3', 'PAK6', 'MAP2K1', 'TAOK1', 'ULK1', 'CSNK2A2', 'HIPK1', 'MAP3K1', 'NEK7', 'VRK2', 'MAP3K19', 'ERN1', 'CSNK2A1', 'TNK2', 'DYRK1A', 'MAP4K2', 'CAMK2G', 'TYK2', 'GRK1', 'RPS6KA5', 'SIK3', 'DAPK2', 'PAK4', 'CASK', 'RIPK4', 'GAK', 'STK39', 'LTK', 'PHKG2', 'NTRK1', 'RET', 'CAMK2A', 'NTRK3', 'SRPK3', 'TAOK2', 'PRKG2', 'MAPK8', 'MAST1', 'MAP2K4', 'CSNK1A1', 'RPS6KA2', 'MAP3K2', 'SRPK1', 'CAMK2D', 'JAK1', 'CAMK2B', 'IRAK1']",[]
DB00640,DB08877,206,"['ADORA2A', 'ADORA3', 'ADORA1', 'ADORA2B']","['EPHA3', 'GRK4', 'RIOK3', 'DAPK1', 'SBK1', 'MYLK', 'OXSR1', 'PAK5', 'JAK3', 'EPHB6', 'AURKC', 'MKNK2', 'JAK2', 'PRKCE', 'LRRK2', 'GRK7', 'IKBKB', 'CLK2', 'STK17A', 'MELK', 'BMPR2', 'CLK4', 'MAP3K15', 'BMP2K', 'NUAK2', 'DCLK2', 'MARK2', 'STK17B', 'DMPK', 'PLK3', 'PLK1', 'NEK3', 'MAP2K2', 'DYRK2', 'MAP3K3', 'RPS6KA1', 'HIPK2', 'CDK7', 'CAMK1D', 'IKBKE', 'TBK1', 'ALK', 'ROCK2', 'PI4KB', 'ULK3', 'RIOK2', 'CAMK1G', 'PLK4', 'STK25', 'STK16', 'ROCK1', 'ULK2', 'RIOK1', 'ABL1', 'PLK2', 'TTK', 'STK26', 'HIPK3', 'BMPR1B', 'AAK1', 'MAP3K7', 'KIT', 'RPS6KA4', 'BRAF', 'CAMK1', 'RPS6KA6', 'DCLK3', 'NTRK2', 'MAP2K3', 'PHKG1', 'DCLK1', 'TAOK3', 'DAPK3', 'PAK6', 'MAP2K1', 'TAOK1', 'ULK1', 'CSNK2A2', 'HIPK1', 'MAP3K1', 'NEK7', 'VRK2', 'MAP3K19', 'ERN1', 'CSNK2A1', 'TNK2', 'DYRK1A', 'MAP4K2', 'CAMK2G', 'TYK2', 'GRK1', 'RPS6KA5', 'SIK3', 'DAPK2', 'PAK4', 'CASK', 'RIPK4', 'GAK', 'STK39', 'LTK', 'PHKG2', 'NTRK1', 'RET', 'CAMK2A', 'NTRK3', 'SRPK3', 'TAOK2', 'PRKG2', 'MAPK8', 'MAST1', 'MAP2K4', 'CSNK1A1', 'RPS6KA2', 'MAP3K2', 'SRPK1', 'CAMK2D', 'JAK1', 'CAMK2B', 'IRAK1']",[]
DB08916,DB08877,207,"['ERBB2', 'FLT3', 'SRC', 'MAPK10', 'AXL', 'BLK', 'MKNK1', 'EPHA6', 'ERBB3', 'MET', 'CSNK1E', 'FRK', 'MAPK9', 'MAPK14', 'CIT', 'LCK', 'MAP2K5', 'HIPK4', 'EGFR', 'SLK', 'DYRK1B', 'STK10', 'HCK', 'RIPK2', 'TXK', 'ERBB4']","['EPHA3', 'GRK4', 'RIOK3', 'DAPK1', 'MYLK', 'OXSR1', 'PAK5', 'JAK3', 'AURKC', 'JAK2', 'PRKCE', 'LRRK2', 'GRK7', 'IKBKB', 'CLK2', 'MELK', 'BMPR2', 'CLK4', 'MAP3K15', 'BMP2K', 'NUAK2', 'DCLK2', 'MARK2', 'STK17B', 'DMPK', 'PLK3', 'PLK1', 'NEK3', 'MAP2K2', 'MAP3K3', 'RPS6KA1', 'HIPK2', 'CDK7', 'CAMK1D', 'IKBKE', 'TBK1', 'ALK', 'ROCK2', 'PI4KB', 'ULK3', 'RIOK2', 'CAMK1G', 'PLK4', 'STK25', 'STK16', 'ROCK1', 'ULK2', 'RIOK1', 'PLK2', 'TTK', 'STK26', 'HIPK3', 'BMPR1B', 'AAK1', 'MAP3K7', 'KIT', 'RPS6KA4', 'BRAF', 'CAMK1', 'DCLK3', 'NTRK2', 'MAP2K3', 'DCLK1', 'TAOK3', 'DAPK3', 'PAK6', 'MAP2K1', 'TAOK1', 'ULK1', 'CSNK2A2', 'HIPK1', 'MAP3K1', 'NEK7', 'VRK2', 'MAP3K19', 'ERN1', 'CSNK2A1', 'TNK2', 'MAP4K2', 'CAMK2G', 'TYK2', 'GRK1', 'RPS6KA5', 'SIK3', 'DAPK2', 'PAK4', 'CASK', 'RIPK4', 'STK39', 'LTK', 'NTRK1', 'RET', 'CAMK2A', 'NTRK3', 'SRPK3', 'TAOK2', 'PRKG2', 'MAPK8', 'MAST1', 'MAP2K4', 'CSNK1A1', 'RPS6KA2', 'MAP3K2', 'SRPK1', 'CAMK2D', 'JAK1', 'CAMK2B']","['RPS6KA6', 'STK17A', 'DYRK1A', 'PHKG2', 'SBK1', 'PHKG1', 'DYRK2', 'EPHB6', 'ABL1', 'MKNK2', 'IRAK1', 'GAK']"
DB00630,DB08877,208,"['ATP6V1A', 'PTPRE', 'PTPN4', 'PTPRS', 'FDPS']","['EPHA3', 'GRK4', 'RIOK3', 'DAPK1', 'SBK1', 'MYLK', 'OXSR1', 'PAK5', 'JAK3', 'EPHB6', 'AURKC', 'MKNK2', 'JAK2', 'PRKCE', 'LRRK2', 'GRK7', 'IKBKB', 'CLK2', 'STK17A', 'MELK', 'BMPR2', 'CLK4', 'MAP3K15', 'BMP2K', 'NUAK2', 'DCLK2', 'MARK2', 'STK17B', 'DMPK', 'PLK3', 'PLK1', 'NEK3', 'MAP2K2', 'DYRK2', 'MAP3K3', 'RPS6KA1', 'HIPK2', 'CDK7', 'CAMK1D', 'IKBKE', 'TBK1', 'ALK', 'ROCK2', 'PI4KB', 'ULK3', 'RIOK2', 'CAMK1G', 'PLK4', 'STK25', 'STK16', 'ROCK1', 'ULK2', 'RIOK1', 'ABL1', 'PLK2', 'TTK', 'STK26', 'HIPK3', 'BMPR1B', 'AAK1', 'MAP3K7', 'KIT', 'RPS6KA4', 'BRAF', 'CAMK1', 'RPS6KA6', 'DCLK3', 'NTRK2', 'MAP2K3', 'PHKG1', 'DCLK1', 'TAOK3', 'DAPK3', 'PAK6', 'MAP2K1', 'TAOK1', 'ULK1', 'CSNK2A2', 'HIPK1', 'MAP3K1', 'NEK7', 'VRK2', 'MAP3K19', 'ERN1', 'CSNK2A1', 'TNK2', 'DYRK1A', 'MAP4K2', 'CAMK2G', 'TYK2', 'GRK1', 'RPS6KA5', 'SIK3', 'DAPK2', 'PAK4', 'CASK', 'RIPK4', 'GAK', 'STK39', 'LTK', 'PHKG2', 'NTRK1', 'RET', 'CAMK2A', 'NTRK3', 'SRPK3', 'TAOK2', 'PRKG2', 'MAPK8', 'MAST1', 'MAP2K4', 'CSNK1A1', 'RPS6KA2', 'MAP3K2', 'SRPK1', 'CAMK2D', 'JAK1', 'CAMK2B', 'IRAK1']",[]
DB00918,DB08877,209,"['HTR1D', 'HTR1B']","['EPHA3', 'GRK4', 'RIOK3', 'DAPK1', 'SBK1', 'MYLK', 'OXSR1', 'PAK5', 'JAK3', 'EPHB6', 'AURKC', 'MKNK2', 'JAK2', 'PRKCE', 'LRRK2', 'GRK7', 'IKBKB', 'CLK2', 'STK17A', 'MELK', 'BMPR2', 'CLK4', 'MAP3K15', 'BMP2K', 'NUAK2', 'DCLK2', 'MARK2', 'STK17B', 'DMPK', 'PLK3', 'PLK1', 'NEK3', 'MAP2K2', 'DYRK2', 'MAP3K3', 'RPS6KA1', 'HIPK2', 'CDK7', 'CAMK1D', 'IKBKE', 'TBK1', 'ALK', 'ROCK2', 'PI4KB', 'ULK3', 'RIOK2', 'CAMK1G', 'PLK4', 'STK25', 'STK16', 'ROCK1', 'ULK2', 'RIOK1', 'ABL1', 'PLK2', 'TTK', 'STK26', 'HIPK3', 'BMPR1B', 'AAK1', 'MAP3K7', 'KIT', 'RPS6KA4', 'BRAF', 'CAMK1', 'RPS6KA6', 'DCLK3', 'NTRK2', 'MAP2K3', 'PHKG1', 'DCLK1', 'TAOK3', 'DAPK3', 'PAK6', 'MAP2K1', 'TAOK1', 'ULK1', 'CSNK2A2', 'HIPK1', 'MAP3K1', 'NEK7', 'VRK2', 'MAP3K19', 'ERN1', 'CSNK2A1', 'TNK2', 'DYRK1A', 'MAP4K2', 'CAMK2G', 'TYK2', 'GRK1', 'RPS6KA5', 'SIK3', 'DAPK2', 'PAK4', 'CASK', 'RIPK4', 'GAK', 'STK39', 'LTK', 'PHKG2', 'NTRK1', 'RET', 'CAMK2A', 'NTRK3', 'SRPK3', 'TAOK2', 'PRKG2', 'MAPK8', 'MAST1', 'MAP2K4', 'CSNK1A1', 'RPS6KA2', 'MAP3K2', 'SRPK1', 'CAMK2D', 'JAK1', 'CAMK2B', 'IRAK1']",[]
DB00770,DB08877,210,"['PTGER2', 'PTGER1']","['EPHA3', 'GRK4', 'RIOK3', 'DAPK1', 'SBK1', 'MYLK', 'OXSR1', 'PAK5', 'JAK3', 'EPHB6', 'AURKC', 'MKNK2', 'JAK2', 'PRKCE', 'LRRK2', 'GRK7', 'IKBKB', 'CLK2', 'STK17A', 'MELK', 'BMPR2', 'CLK4', 'MAP3K15', 'BMP2K', 'NUAK2', 'DCLK2', 'MARK2', 'STK17B', 'DMPK', 'PLK3', 'PLK1', 'NEK3', 'MAP2K2', 'DYRK2', 'MAP3K3', 'RPS6KA1', 'HIPK2', 'CDK7', 'CAMK1D', 'IKBKE', 'TBK1', 'ALK', 'ROCK2', 'PI4KB', 'ULK3', 'RIOK2', 'CAMK1G', 'PLK4', 'STK25', 'STK16', 'ROCK1', 'ULK2', 'RIOK1', 'ABL1', 'PLK2', 'TTK', 'STK26', 'HIPK3', 'BMPR1B', 'AAK1', 'MAP3K7', 'KIT', 'RPS6KA4', 'BRAF', 'CAMK1', 'RPS6KA6', 'DCLK3', 'NTRK2', 'MAP2K3', 'PHKG1', 'DCLK1', 'TAOK3', 'DAPK3', 'PAK6', 'MAP2K1', 'TAOK1', 'ULK1', 'CSNK2A2', 'HIPK1', 'MAP3K1', 'NEK7', 'VRK2', 'MAP3K19', 'ERN1', 'CSNK2A1', 'TNK2', 'DYRK1A', 'MAP4K2', 'CAMK2G', 'TYK2', 'GRK1', 'RPS6KA5', 'SIK3', 'DAPK2', 'PAK4', 'CASK', 'RIPK4', 'GAK', 'STK39', 'LTK', 'PHKG2', 'NTRK1', 'RET', 'CAMK2A', 'NTRK3', 'SRPK3', 'TAOK2', 'PRKG2', 'MAPK8', 'MAST1', 'MAP2K4', 'CSNK1A1', 'RPS6KA2', 'MAP3K2', 'SRPK1', 'CAMK2D', 'JAK1', 'CAMK2B', 'IRAK1']",[]
DB00513,DB08877,211,"['PLG', 'LPA', 'PLAT']","['EPHA3', 'GRK4', 'RIOK3', 'DAPK1', 'SBK1', 'MYLK', 'OXSR1', 'PAK5', 'JAK3', 'EPHB6', 'AURKC', 'MKNK2', 'JAK2', 'PRKCE', 'LRRK2', 'GRK7', 'IKBKB', 'CLK2', 'STK17A', 'MELK', 'BMPR2', 'CLK4', 'MAP3K15', 'BMP2K', 'NUAK2', 'DCLK2', 'MARK2', 'STK17B', 'DMPK', 'PLK3', 'PLK1', 'NEK3', 'MAP2K2', 'DYRK2', 'MAP3K3', 'RPS6KA1', 'HIPK2', 'CDK7', 'CAMK1D', 'IKBKE', 'TBK1', 'ALK', 'ROCK2', 'PI4KB', 'ULK3', 'RIOK2', 'CAMK1G', 'PLK4', 'STK25', 'STK16', 'ROCK1', 'ULK2', 'RIOK1', 'ABL1', 'PLK2', 'TTK', 'STK26', 'HIPK3', 'BMPR1B', 'AAK1', 'MAP3K7', 'KIT', 'RPS6KA4', 'BRAF', 'CAMK1', 'RPS6KA6', 'DCLK3', 'NTRK2', 'MAP2K3', 'PHKG1', 'DCLK1', 'TAOK3', 'DAPK3', 'PAK6', 'MAP2K1', 'TAOK1', 'ULK1', 'CSNK2A2', 'HIPK1', 'MAP3K1', 'NEK7', 'VRK2', 'MAP3K19', 'ERN1', 'CSNK2A1', 'TNK2', 'DYRK1A', 'MAP4K2', 'CAMK2G', 'TYK2', 'GRK1', 'RPS6KA5', 'SIK3', 'DAPK2', 'PAK4', 'CASK', 'RIPK4', 'GAK', 'STK39', 'LTK', 'PHKG2', 'NTRK1', 'RET', 'CAMK2A', 'NTRK3', 'SRPK3', 'TAOK2', 'PRKG2', 'MAPK8', 'MAST1', 'MAP2K4', 'CSNK1A1', 'RPS6KA2', 'MAP3K2', 'SRPK1', 'CAMK2D', 'JAK1', 'CAMK2B', 'IRAK1']",[]
DB08878,DB08877,212,['DHFR'],"['EPHA3', 'GRK4', 'RIOK3', 'DAPK1', 'SBK1', 'MYLK', 'OXSR1', 'PAK5', 'JAK3', 'EPHB6', 'AURKC', 'MKNK2', 'JAK2', 'PRKCE', 'LRRK2', 'GRK7', 'IKBKB', 'CLK2', 'STK17A', 'MELK', 'BMPR2', 'CLK4', 'MAP3K15', 'BMP2K', 'NUAK2', 'DCLK2', 'MARK2', 'STK17B', 'DMPK', 'PLK3', 'PLK1', 'NEK3', 'MAP2K2', 'DYRK2', 'MAP3K3', 'RPS6KA1', 'HIPK2', 'CDK7', 'CAMK1D', 'IKBKE', 'TBK1', 'ALK', 'ROCK2', 'PI4KB', 'ULK3', 'RIOK2', 'CAMK1G', 'PLK4', 'STK25', 'STK16', 'ROCK1', 'ULK2', 'RIOK1', 'ABL1', 'PLK2', 'TTK', 'STK26', 'HIPK3', 'BMPR1B', 'AAK1', 'MAP3K7', 'KIT', 'RPS6KA4', 'BRAF', 'CAMK1', 'RPS6KA6', 'DCLK3', 'NTRK2', 'MAP2K3', 'PHKG1', 'DCLK1', 'TAOK3', 'DAPK3', 'PAK6', 'MAP2K1', 'TAOK1', 'ULK1', 'CSNK2A2', 'HIPK1', 'MAP3K1', 'NEK7', 'VRK2', 'MAP3K19', 'ERN1', 'CSNK2A1', 'TNK2', 'DYRK1A', 'MAP4K2', 'CAMK2G', 'TYK2', 'GRK1', 'RPS6KA5', 'SIK3', 'DAPK2', 'PAK4', 'CASK', 'RIPK4', 'GAK', 'STK39', 'LTK', 'PHKG2', 'NTRK1', 'RET', 'CAMK2A', 'NTRK3', 'SRPK3', 'TAOK2', 'PRKG2', 'MAPK8', 'MAST1', 'MAP2K4', 'CSNK1A1', 'RPS6KA2', 'MAP3K2', 'SRPK1', 'CAMK2D', 'JAK1', 'CAMK2B', 'IRAK1']",[]
DB00701,DB08877,213,"['CYP3A4', 'CYP3A5']","['EPHA3', 'GRK4', 'RIOK3', 'DAPK1', 'SBK1', 'MYLK', 'OXSR1', 'PAK5', 'JAK3', 'EPHB6', 'AURKC', 'MKNK2', 'JAK2', 'PRKCE', 'LRRK2', 'GRK7', 'IKBKB', 'CLK2', 'STK17A', 'MELK', 'BMPR2', 'CLK4', 'MAP3K15', 'BMP2K', 'NUAK2', 'DCLK2', 'MARK2', 'STK17B', 'DMPK', 'PLK3', 'PLK1', 'NEK3', 'MAP2K2', 'DYRK2', 'MAP3K3', 'RPS6KA1', 'HIPK2', 'CDK7', 'CAMK1D', 'IKBKE', 'TBK1', 'ALK', 'ROCK2', 'PI4KB', 'ULK3', 'RIOK2', 'CAMK1G', 'PLK4', 'STK25', 'STK16', 'ROCK1', 'ULK2', 'RIOK1', 'ABL1', 'PLK2', 'TTK', 'STK26', 'HIPK3', 'BMPR1B', 'AAK1', 'MAP3K7', 'KIT', 'RPS6KA4', 'BRAF', 'CAMK1', 'RPS6KA6', 'DCLK3', 'NTRK2', 'MAP2K3', 'PHKG1', 'DCLK1', 'TAOK3', 'DAPK3', 'PAK6', 'MAP2K1', 'TAOK1', 'ULK1', 'CSNK2A2', 'HIPK1', 'MAP3K1', 'NEK7', 'VRK2', 'MAP3K19', 'ERN1', 'CSNK2A1', 'TNK2', 'DYRK1A', 'MAP4K2', 'CAMK2G', 'TYK2', 'GRK1', 'RPS6KA5', 'SIK3', 'DAPK2', 'PAK4', 'CASK', 'RIPK4', 'GAK', 'STK39', 'LTK', 'PHKG2', 'NTRK1', 'RET', 'CAMK2A', 'NTRK3', 'SRPK3', 'TAOK2', 'PRKG2', 'MAPK8', 'MAST1', 'MAP2K4', 'CSNK1A1', 'RPS6KA2', 'MAP3K2', 'SRPK1', 'CAMK2D', 'JAK1', 'CAMK2B', 'IRAK1']",[]
